1.000000000000000000e+02,7.226977375342457321e+01,7.207293897329800814e+01,6.867713045699998986e+01,6.832210849270093433e+01,6.694782458374484690e+01,6.688043146200000422e+01,6.678441647902423028e+01,6.641884995556085869e+01,6.619156626010499167e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.244730716478503041e+01,7.235090137177664360e+01,7.234431483786872263e+01,7.214731012673840382e+01,7.161535022550999940e+01,6.894041979480302018e+01,6.874794021062498928e+01,6.825786271434938612e+01,6.701681506775719299e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.263375577477073364e+01,7.252199812996261130e+01,7.250011769989846755e+01,7.241885592231284363e+01,7.222168128017879951e+01,7.197763867405681992e+01,7.176670875366086477e+01,7.168929857361999325e+01,7.133544419425300021e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.270846829659387822e+01,7.259668909514017798e+01,7.257472586395937242e+01,7.249339700675697884e+01,7.240171599266665226e+01,7.229605243361919520e+01,7.206208025190909439e+01,7.198897316480434938e+01,7.183719526983999515e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.656179396461818953e+01,7.474838001025163692e+01,7.374563288237308711e+01,7.343930238332529825e+01,7.332816274036498783e+01,7.304767298646089557e+01,7.286610242897765488e+01,7.267138006031774466e+01,7.220050671924998653e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.753372327886461335e+01,7.739905134249063678e+01,7.712096428353805777e+01,7.711649542913907851e+01,7.684724688415640514e+01,7.671879328076362015e+01,7.615478985769317433e+01,7.439394199086085280e+01,7.392108241472499230e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.952417340428384307e+01,7.943536491289718526e+01,7.934669450872840457e+01,7.918773278798882131e+01,7.911418452962422521e+01,7.903027851838409390e+01,7.887600694970453219e+01,7.649330557236521599e+01,7.519204206695999915e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.457089364468994575e+01,8.429309728808411251e+01,8.403186091860912654e+01,8.369150254414523715e+01,8.369078364134090009e+01,8.355777879201998815e+01,8.329875884877576198e+01,8.319631827344781527e+01,8.313370295814567612e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.474398601068557468e+01,8.446565917314953253e+01,8.420392599697460412e+01,8.386290854899441172e+01,8.372910012024999560e+01,8.370339205534089899e+01,8.346939817643030324e+01,8.336686077759564739e+01,8.330404179629137218e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.572521243034059069e+01,8.568252262712148593e+01,8.537637135161419621e+01,8.486978298263966281e+01,8.477257873980605041e+01,8.463980547190435288e+01,8.436641996069205618e+01,8.420556307929999207e+01,8.387493607763634884e+01,0.000000000000000000e+00
1.000000000000000000e+02,8.654930953840610641e+01,8.631771356653035809e+01,8.601878787407106586e+01,8.564560797817037496e+01,8.555349259599999812e+01,8.529785836669697119e+01,8.518559708749999970e+01,8.495135076739998681e+01,8.454846281640908501e+01,0.000000000000000000e+00
